class,path
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_ind20002_ind20002_01743.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_arc20035_arc20035_02474.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_nat00063_nat00063_00670.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_B_cha20005_cha20005_02419.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_sec20089_sec20089_01679.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_cha00018_ani00061_00338.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_arc00013_ani00005_00233.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NNN_A_ani0028_pla0007_0284.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_nat10158_ani00005_12026.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_ani10145_ani10145_12476.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_ind20004_ind20004_02264.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRD_L_N_txt00002_art10104_10232.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_M_N_cha10114_nat10114_12181.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NNN_C_art0017_art0018_0366.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CND_S_N_art20067_art20067_02500.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CNN_M_N_sec00011_cha00085_11227.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_art10002_art10002_20040.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_ind00082_ind00086_10684.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_ind20035_ind20035_01776.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_ind20044_ind20044_02292.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_ani00092_ani00092_00212.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_sec00013_sec00013_00746.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRD_A_nat0093_nat0094_0182.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_M_N_nat10149_nat00013_12004.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_B_pla00014_pla00014_10986.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_M_N_ani00017_ani00017_10209.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_ani0086_pla0034_0440.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_M_B_sec00085_arc00065_11450.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_arc10120_nat10132_12142.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_ind00002_art00098_11747.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_ani0069_nat0093_0422.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NNN_A_arc0052_ani0017_0293.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_A_ani0042_ani0042_0010.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_nat10110_cha00070_11373.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_sec00098_sec00082_10364.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_nat00002_ani00058_11515.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_ind00018_ind00018_10708.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_arc00018_arc00018_00238.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_nat10139_cha00063_11942.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_sec0045_cha0026_0556.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_S_N_pla00037_pla00038_10064.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CND_S_N_sec00078_sec00078_10386.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_M_N_ind00009_ind00009_10415.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_B_ani00096_ani00096_00216.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRD_M_N_arc10116_arc10116_10762.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_ind20060_ind20060_02303.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_pla20051_pla20051_01951.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRD_M_N_art00058_art00051_10534.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRD_S_N_pla20018_pla20018_02489.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_pla00035_pla00035_00570.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_sec00071_sec00071_00092.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_art0097_cha0021_0483.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_sec00009_art00076_11744.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_ind00013_ind00013_20069.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NND_S_N_ani20009_ani20009_02438.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_M_ind00055_ind00055_10907.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_CRN_A_nat0013_cha0086_0383.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_S_B_cha00082_cha00050_00402.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_M_N_sec00064_nat00097_11260.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_pla00029_pla00030_10947.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_C_txt0059_txt0059_0059.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_sec00012_sec00012_00740.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_sec00051_sec00051_11241.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_sec00007_sec00025_10773.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CNN_S_N_art00011_art00014_11841.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NNN_A_pla0063_pla0013_0340.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_B_ani00021_ani00020_20015.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_pla00088_ani00100_00610.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_B_ani00025_ani00025_00145.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_C_txt0045_txt0045_0045.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_sec00023_ind00042_10886.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRD_S_N_cha00021_cha00020_00341.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_nat10156_ani00058_12013.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_ind00066_ind00071_10697.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_M_N_ind00100_ind00100_10631.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_ani10177_ani10179_12488.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRD_S_B_sec20007_sec20007_01442.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_M_N_ind00026_ind00026_10397.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_S_B_sec00050_sec00055_11246.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_B_nat00021_cha00063_00639.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_cha10109_ani00070_11586.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_O_art00040_art00040_10463.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_sec00035_sec00035_11249.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_art00071_ind00034_01397.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_sec00071_sec00071_11274.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_R_txt0079_txt0079_0079.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NND_S_B_arc00028_arc00028_01094.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_B_arc00004_arc00004_11172.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_nat20051_nat20051_01555.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_arc00037_arc00037_10144.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_R_arc0015_arc0015_0220.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_art20018_art20018_01824.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_O_pla10121_sec00097_11693.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_S_N_nat00099_nat00061_10074.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_ani10168_ani10167_12448.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRD_S_N_ani00095_ani00095_01255.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_nat10168_nat10168_12101.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_M_B_nat10128_nat00099_11537.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_sec20012_sec20012_02121.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_nat00041_art00020_11441.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_ani10183_ani10183_12422.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_arc00027_cha00026_00247.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_B_ind00046_ind00046_01336.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_B_art10003_art10003_20041.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_sec00026_sec00026_10767.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_CNN_A_cha0025_pla0067_0269.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_M_N_ani00078_ani00078_10497.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_sec00064_cha00052_11409.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_M_N_art00043_art00043_10542.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_arc00090_arc00090_00781.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_M_B_ani00019_nat00013_11868.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_pla00034_pla00034_10982.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_R_txt0058_txt0058_0058.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_cha0043_pla0085_0495.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NND_S_N_cha00076_cha00076_10189.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_S_B_sec00004_ind00069_00024.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_art0009_cha0002_0454.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_ind20027_ind20027_01768.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CNN_M_N_arc00086_arc00086_00306.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NNN_A_sec0005_sec0002_0348.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_ani20054_ani20054_02097.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_B_cha00076_ani00068_10044.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRD_S_N_ind20020_ind20020_02277.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_nat00002_cha00062_11516.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_M_B_txt00097_txt00097_10162.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_B_art20060_art20060_02327.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRD_S_N_ind00084_ind00024_00481.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_arc00086_arc00086_01044.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_arc00054_arc00054_11928.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_art00046_art00046_11923.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRD_A_arc0066_arc0021_0577.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NNN_A_txt0040_txt0029_0139.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_sec10113_sec10106_10330.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_B_cha00097_art00021_11420.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_nat0053_cha0031_0533.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRD_S_N_arc00006_arc00006_01122.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CND_S_N_art00094_art00094_10403.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_ind00100_cha00070_11394.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_L_N_txt00068_cha00074_10194.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_C_nat0095_nat0098_0567.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_art0009_art0014_0470.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_T_txt0098_txt0098_0098.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_pla00053_pla00053_01162.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_arc00022_ani00081_00242.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_M_N_nat10103_pla10110_10116.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NRN_A_sec0060_sec0060_0252.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NND_M_B_sec00077_txt00059_10387.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_arc20098_arc20098_01738.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_pla20035_pla20035_01935.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_ind00031_ind00030_00446.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_T_txt0013_txt0013_0013.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_C_txt0078_txt0078_0078.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NND_S_B_art00092_art00092_01006.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRD_S_N_art00082_ani00098_01392.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_nat10131_nat10132_11905.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_M_N_txt00063_txt00017_10835.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_ani00090_ani00090_00210.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NND_S_N_sec00071_ind00084_11275.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_pla00010_pla00010_00549.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_art00080_art00080_01247.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_ani0080_sec0005_0426.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NND_A_cha0090_cha0082_0187.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_M_B_arc10129_arc10129_11893.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_O_arc10129_arc10129_11895.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_ind20021_ind20022_01762.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_ind00059_ind00059_01348.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_art00041_ani00005_01413.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CNN_S_N_cha10122_nat10124_12167.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_pla00031_pla00031_00567.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_nat10123_nat00097_11338.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_B_arc20023_arc20023_01476.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_ind00020_ind00010_00436.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_O_ani10127_ani00021_12468.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_arc00013_arc00020_11702.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_ani10221_ani10221_12392.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_cha10108_cha00050_11657.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_sec10115_cha00062_11533.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_pla00074_ani00013_01179.tif
