class,path
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_pla20073_pla20073_01973.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NRN_A_arc0048_arc0050_0238.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NND_A_cha0042_arc0036_0601.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_M_N_ind00075_ind00075_10679.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_pla00088_pla00088_01189.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NND_A_nat0031_nat0096_0610.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_M_N_art00007_art00007_10751.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_ani10168_ani10196_12449.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_M_N_nat10129_cha00086_11522.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_M_N_nat10131_nat00059_11908.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_pla10128_pla10128_12139.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRD_M_N_nat10135_nat10135_11915.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_ani00090_ani00090_00210.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_nat00030_nat00030_00949.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NNN_T_txt0065_txt0065_0065.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_ind20059_ind20059_02302.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_M_N_cha00094_cha00086_11501.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_nat00004_ani00081_00624.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_art00041_ani00005_01413.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CNN_S_N_art00011_art00014_11841.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_cha00075_ani00079_00395.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_ani00019_nat10122_11866.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_B_cha10132_cha10132_12215.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_art00025_cha00050_01423.tif
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_S_NRN_A_cha0074_cha0074_0247.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRN_S_N_art20032_art20032_01838.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRD_S_B_art00091_ind00098_01389.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_sec00007_sec00007_10788.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_ani10216_ani00070_12389.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NRN_A_art0009_cha0002_0454.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_S_B_sec00050_sec00055_11246.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRD_S_N_arc00071_arc00071_01056.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_arc20044_arc20044_02180.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_ind20044_ind20044_01785.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_nat00058_nat00058_00665.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_sec00098_sec00082_10364.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NNN_S_N_ani10176_ani10175_12460.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRN_S_N_ani10151_ani10206_12489.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NRD_S_N_art00073_art00073_01014.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_ind00050_ind00050_10900.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_art00008_art00008_01198.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_cha00100_cha00100_10158.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_pla00034_pla00034_10982.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_NNN_S_N_cha10172_cha10172_12284.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_O_arc00023_cha00014_10011.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CNN_S_N_pla20049_pla20049_01949.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_M_N_sec00090_sec00098_10336.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_CRD_M_B_arc10113_arc10112_10030.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_cha00029_ani10123_11687.jpg
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_S_CRN_S_N_art20072_art20072_02321.tif
FAKE,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Tp\Tp_D_NRN_S_N_nat10162_art00021_12086.jpg
FAKE,D:/Diplom/ela_core/datasets/CASIA1/Sp\Sp_D_NNN_A_txt0065_txt0067_0151.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_30518.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_20006.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30708.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_30601.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30061.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_20004.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_30514.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30599.jpg
REAL,D:/Diplom/ela_core/datasets/CASIA1/Au\Au_sec_0063.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_10165.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_00025.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_00070.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_10123.JPG
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30784.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_30136.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_30249.jpg
REAL,D:/Diplom/ela_core/datasets/CASIA1/Au\Au_txt_0022.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30556.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_txt_00024.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_30252.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_30133.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_10185.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_00058.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_30544.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_20084.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_30241.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30338.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30517.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_30625.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30006.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_30741.jpg
REAL,D:/Diplom/ela_core/datasets/CASIA1/Au\Au_cha_0047.JPG
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30370.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_20006.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30079.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_00016.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_00099.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_00016.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_30210.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_30022.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_30404.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_30182.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_30049.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_30515.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30521.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_30596.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30835.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_30048.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_txt_10116.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_00065.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_30493.jpg
REAL,D:/Diplom/ela_core/datasets/CASIA1/Au\Au_sec_0068.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30148.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_30470.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30422.jpg
REAL,D:/Diplom/ela_core/datasets/CASIA1/Au\Au_txt_0042.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30308.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_00009.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30411.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30240.jpg
REAL,D:/Diplom/ela_core/datasets/CASIA1/Au\Au_art_0010.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30610.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30229.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_10128.JPG
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_00082.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_30683.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_30292.jpg
REAL,D:/Diplom/ela_core/datasets/CASIA1/Au\Au_pla_0033.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_30315.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_20067.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30610.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_00062.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_00095.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30800.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_30256.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_10110.JPG
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30620.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30239.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_30034.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30377.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_00021.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_ani_30257.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30680.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_cha_10166.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_00084.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_30242.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30407.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_10105.JPG
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_00010.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_nat_30083.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_00051.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_arc_30166.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30502.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_sec_30331.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_00092.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_00066.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_30168.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_pla_20064.jpg
REAL,D:/Diplom/ela_core/datasets/CASIA1/Au\Au_art_0097.jpg
REAL,D:/Diplom/ela_core/datasets/Some_data_sets/CASIA2/Au\Au_art_10016.jpg
